"participant","prompt","stimulus","stimulus_voice","word_pair","vowel_1","vowel_2","vs","vowel_same","v1_type","v2_type","v_types","v_types_shorthand","vm1","vm2","manipulation_matching","block","slider_response"
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p08-cc","p08","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,3,0.306
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p01-ic","p01","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,0.306
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p04-ci","p04","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,3,0.288
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p05-cc","p05","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,3,0.3
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p01-ii","p01","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,0.318
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p06-cc","p06","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,0.847
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p04-cc","p04","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,3,0.8
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p05-ci","p05","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,0.335
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bag tag</p>","bagtag-p08-ci","p08","bagtag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,0.788
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big pick</p>","bigpick-p05-ci","p05","bigpick","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,3,0.459
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p08-ii","p08","badbid","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,3,0.618
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p08-cc","p08","digbig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,3,0.847
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p07-ci","p07","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,3,0.694
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p06-ci","p06","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,3,0.353
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p04-cc","p04","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,0.341
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>kick back</p>","kickback-p05-ii","p05","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,3,0.577
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad fig</p>","badfig-p04-ii","p04","badfig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,3,0.688
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big pig</p>","bigpig-p06-cc","p06","bigpig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,3,0.224
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>back pick</p>","backpick-p01-ii","p01","backpick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,3,0.729
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p05-ci","p05","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,3,0.888
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big pig</p>","bigpig-p04-ii","p04","bigpig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,3,0.794
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>tag back</p>","tagback-p07-ii","p07","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,0.259
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad kick</p>","badkick-p08-ic","p08","badkick","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,3,0.253
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p01-ci","p01","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,3,0.235
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>back kick</p>","backkick-p05-cc","p05","backkick","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,3,0.277
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p06-ci","p06","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","TRAPInnovative",FALSE,3,0.735
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad fig</p>","badfig-p01-cc","p01","badfig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,3,0.671
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p07-cc","p07","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,3,0.335
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p06-ic","p06","bigdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","TRAPConservative",FALSE,3,0.582
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p08-ii","p08","bigbag","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,3,0.847
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad fig</p>","badfig-p07-ci","p07","badfig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,3,0.247
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>pick dad</p>","pickdad-p06-ii","p06","pickdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,3,0.277
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>kid dig</p>","kiddig-p01-ci","p01","kiddig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,3,0.312
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big pick</p>","bigpick-p07-cc","p07","bigpick","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,3,0.318
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p04-ic","p04","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,0.729
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p06-ii","p06","digbig","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,3,0.782
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big kick</p>","bigkick-p07-ii","p07","bigkick","KIT","KIT","KITKIT",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","KITInnovative",TRUE,3,0.635
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p05-cc","p05","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,3,0.7
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>kid dig</p>","kiddig-p01-ic","p01","kiddig","KIT","KIT","KITKIT",TRUE,"Innovative","Conservative","InnovativeConservative","ic","KITInnovative","KITConservative",FALSE,3,0.271
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p06-ic","p06","badgig","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","KITConservative",FALSE,3,0.641
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big pig</p>","bigpig-p08-ci","p08","bigpig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,3,0.271
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>tag back</p>","tagback-p05-ii","p05","tagback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,3,0.647
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p08-ic","p08","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,3,0.8
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>big fig</p>","bigfig-p04-ci","p04","bigfig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,3,0.618
"exp1048","<p class='top-prompt'>How accented does this speaker sound?</p><p class='bottom-prompt'>bad bid</p>","badbid-p07-cc","p07","badbid","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,3,0.341
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p07-cc","p07","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,0.229
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad bag</p>","badbag-p01-ic","p01","badbag","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,0.659
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p08-cc","p08","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","TRAPConservative",TRUE,4,0.135
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p01-ii","p01","bigdad","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,4,0.877
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big bag</p>","bigbag-p05-ci","p05","bigbag","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,4,0.541
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>kick dad</p>","kickdad-p06-cc","p06","kickdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","TRAPConservative",TRUE,4,0.594
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big kid</p>","bigkid-p01-ci","p01","bigkid","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,4,0.918
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>big dad</p>","bigdad-p04-ci","p04","bigdad","KIT","TRAP","KITTRAP",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","TRAPInnovative",FALSE,4,0.394
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>thick pig</p>","thickpig-p05-ci","p05","thickpig","KIT","KIT","KITKIT",TRUE,"Conservative","Innovative","ConservativeInnovative","ci","KITConservative","KITInnovative",FALSE,4,0.447
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p04-ci","p04","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,4,0.529
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad pig</p>","badpig-p07-cc","p07","badpig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,4,0.441
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad gig</p>","badgig-p08-ci","p08","badgig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Innovative","ConservativeInnovative","ci","TRAPConservative","KITInnovative",FALSE,4,0.347
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad kid</p>","badkid-p01-ii","p01","badkid","TRAP","KIT","TRAPKIT",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","KITInnovative",TRUE,4,0.835
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>kick back</p>","kickback-p08-ii","p08","kickback","KIT","TRAP","KITTRAP",FALSE,"Innovative","Innovative","InnovativeInnovative","ii","KITInnovative","TRAPInnovative",TRUE,4,0.177
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad back</p>","badback-p05-ii","p05","badback","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Innovative","InnovativeInnovative","ii","TRAPInnovative","TRAPInnovative",TRUE,4,0.624
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>dig big</p>","digbig-p08-cc","p08","digbig","KIT","KIT","KITKIT",TRUE,"Conservative","Conservative","ConservativeConservative","cc","KITConservative","KITConservative",TRUE,4,0.271
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad tap</p>","badtap-p07-ic","p07","badtap","TRAP","TRAP","TRAPTRAP",TRUE,"Innovative","Conservative","InnovativeConservative","ic","TRAPInnovative","TRAPConservative",FALSE,4,0.629
"exp1048","<p class='top-prompt'>How masculine does this speaker sound?</p><p class='bottom-prompt'>bad fig</p>","badfig-p04-cc","p04","badfig","TRAP","KIT","TRAPKIT",FALSE,"Conservative","Conservative","ConservativeConservative","cc","TRAPConservative","KITConservative",TRUE,4,0.471
